"y","by","type","post_mean","post_prob_greater_0","cred_lower_025","cred_lower_975"
"dietary diversity","Younger","Capabilities",0.307427888581394,0.967925,-0.0194051107642742,0.604715931065973
"dietary diversity","Younger","Choice",0.0577676178414769,0.62335,-0.148783518625934,0.444039812440457
"dietary diversity","Younger","Functioning",0.36519550642287,0.994275,0.0805875371443933,0.680939350078416
"caloric intake","Older","Capabilities",0.0115849177160601,0.5553,-0.169579104936024,0.184942948539978
"caloric intake","Older","Choice",-0.0189444167499927,0.3298,-0.213411562559685,0.350973539121788
"caloric intake","Older","Functioning",-0.00735949903393255,0.428125,-0.228811171805342,0.307340390016819
"caloric intake","Overall","Capabilities",-0.00227328667410273,0.4988,-0.149623542759906,0.13478812554775
"caloric intake","Overall","Choice",0.00456419765282693,0.420175,-0.133228470535904,0.24051830687245
"caloric intake","Overall","Functioning",0.0022909109787242,0.491875,-0.158795120128637,0.190610192044089
"caloric intake","Younger","Capabilities",-0.0217774261861836,0.4239,-0.236307491938327,0.178710410210079
"caloric intake","Younger","Choice",0.0267326108051892,0.597325,-0.0926573904686615,0.239288987989884
"caloric intake","Younger","Functioning",0.00495518461900561,0.51845,-0.189797648758705,0.201922351030568
