"y","by","type","post_mean","post_prob_greater_0","cred_lower_025","cred_lower_975"
"dietary diversity","Younger","Capabilities",0.283311105278563,0.98205,0.0207742323488173,0.514784039535866
"dietary diversity","Younger","Choice",0.0493760379638581,0.777725,-0.0663928604322702,0.289100680087191
"dietary diversity","Younger","Functioning",0.332687143242421,0.9967,0.10195166785207,0.561201644725346
"caloric intake","Older","Capabilities",0.059612331281588,0.784875,-0.0903715016255912,0.207066263225552
"caloric intake","Older","Choice",-0.0243331696859693,0.3122,-0.229422738053338,0.442918904311682
"caloric intake","Older","Functioning",0.0352791615956187,0.530575,-0.180410638063402,0.439396873489201
"caloric intake","Overall","Capabilities",0.0204885338579433,0.64135,-0.102349526099679,0.137259650800655
"caloric intake","Overall","Choice",0.00230397274047523,0.403075,-0.159340231024597,0.316267394655283
"caloric intake","Overall","Functioning",0.0227925065984186,0.544425,-0.138464122067353,0.279416564972324
"caloric intake","Younger","Capabilities",-0.0510362379178416,0.2866,-0.226660159100379,0.114397538168367
"caloric intake","Younger","Choice",0.040244862627456,0.635075,-0.0971327998726066,0.287924624554567
"caloric intake","Younger","Functioning",-0.0107913752903856,0.433825,-0.188933650016133,0.194483725535539
