hhcode,year,location,expenditure,food,micro,education1,education2,health,diversity,stunting,wasting,underweight,schooling,enrolled,illness1,illness2,large,small,poultry,animals,treated,head_age,elderly,head_sex,head_married,head_educ,head_sick,ovc,hhsize,age_5under,age_0617,age_1834,age_3549,age_5064,depend_ratio,sex_ratio,adult_educ,non_active,initial_exp,agriculture,salaried,casual,self,transfers,rooms,land,livestock,water,bike,radio,phone,mosquito,road,market,communication,electricity,district1,district2,district3,district4,district5,district6,sample_nutrition,sample_education
301000119,0,301,3946.23,74.72271,2375.851,50.83333,29.16667,110,8,0.1819744,0.3025475,0.3225057,0.4898554,100,100,100,0,1,3,4,1,61,0,1,0,0,0,2,3,1,1,0,0,1,0.6666667,1,0,1,3946.23,1,0,1,0,0,1,0.2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
301000119,1,301,8670.051,71.47668,4038.614,275.2294,91.74312,0,10,-1.079072,0.437433,-0.3328184,-0.0545918,100,100,100,0,0,4,4,1,61,0,1,0,0,0,2,3,1,1,0,0,1,0.6666667,1,0,1,3946.23,1,0,1,0,0,1,0.2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
301000120,0,301,5793,74.74538,1158.6,135,66.66666,233.3333,8,-0.6855547,-0.1472078,-0.4909629,1.078019,75,95.39777,0,1,0,3,4,1,18,0,1,0,6,1,5,6,1,4,1,0,0,0.8333333,1,0,0,5793,1,0,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000120,1,301,6139.558,57.0249,1904.099,344.0367,280.3262,132.5178,9,-1.397539,-0.2035752,-1.068931,-0.4620401,100,90,66.66667,2,2,3,7,1,18,0,1,0,6,1,5,6,1,4,1,0,0,0.8333333,1,0,0,5793,1,0,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000125,0,301,10480.62,85.31416,3705.012,35,190,36.66667,10,,,,-0.6839924,100,83.56345,83.33333,4,0,1,5,1,74,1,0,1,5,0,4,7,1,3,1,0,1,0.7142857,0.2857143,0,2,10480.62,1,0,0,0,0,2,2.5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000125,1,301,12047.23,90.92088,6145.949,91.74312,25.4842,163.0989,12,0.2385982,0.3099122,0.3182728,0.1106171,100,87.94643,50,2,0,4,6,1,74,1,0,1,5,0,4,7,1,3,1,0,1,0.7142857,0.2857143,0,2,10480.62,1,0,0,0,0,2,2.5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000127,0,301,18290.3,33.37999,5902.189,50,108.3333,1666.667,7,-2.132412,1.692133,-0.074734,-0.6212578,100,82.62656,64.28571,4,1,5,10,1,50,0,1,0,7,1,6,20,8,4,7,0,1,0.6,0.25,6,8,18290.3,1,0,1,0,0,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1
301000127,1,301,11296.2,56.5477,2575.834,2981.651,458.7156,566.7686,9,-1.161188,0.2847992,-0.6012521,-0.1931828,100,100,50,1,0,0,1,1,50,0,1,0,7,1,6,20,8,4,7,0,1,0.6,0.25,6,8,18290.3,1,0,1,0,0,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1
301000129,0,301,4973.583,80.53046,1881.896,41.66667,54.16667,116.6667,10,,,,0.2999983,100,39.18475,0,2,2,4,8,1,65,1,1,0,0,1,1,2,0,1,0,0,0,1,0.5,0,0,4973.583,0,0,1,0,0,3,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000129,1,301,4752.783,56.27863,4188.096,1248.726,69.31702,112.1305,7,,,,0.7668732,,92.85714,66.66667,2,0,2,4,1,65,1,1,0,0,1,1,2,0,1,0,0,0,1,0.5,0,0,4973.583,0,0,1,0,0,3,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000130,0,301,4852.083,78.08501,2107.19,29.16667,33.33333,103.3333,9,-1.588271,-2.029671,-2.325936,-1.498987,100,100,100,0,0,3,3,1,42,0,0,1,7,0,2,7,2,2,2,1,0,0.5714286,0.2857143,0,3,4852.083,0,0,1,0,0,1,2.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000130,1,301,,,,,,,,,,,,,,,,,,,1,42,0,0,1,7,0,2,7,2,2,2,1,0,0.5714286,0.2857143,0,3,4852.083,0,0,1,0,0,1,2.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000131,0,301,5347.923,82.82823,2707.941,33.33333,25,100,9,-1.927805,-1.213475,-2.044881,-0.0449441,66.66667,100,80,0,1,4,5,1,51,0,1,0,0,1,4,5,1,3,0,0,1,0.8,0.2,0,1,5347.923,1,0,1,0,0,1,0.1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000131,1,301,6712.033,82.77927,2591.395,151.3761,100.9174,40.77472,10,-0.5353766,-1.357759,-1.18003,-0.3238593,100,100,60,0,2,2,4,1,51,0,1,0,0,1,4,5,1,3,0,0,1,0.8,0.2,0,1,5347.923,1,0,1,0,0,1,0.1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000133,0,301,10717.2,84.4409,4204.834,10,20.83333,33.33333,10,,,,0.9897052,50,75.34517,75,3,3,6,12,1,70,1,0,1,8,1,2,5,1,2,0,0,1,0.8,0.8,1,0,10717.2,0,0,0,1,0,2,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000133,1,301,5915.466,78.97321,1978.529,30.58104,45.87156,81.54944,11,0.3235449,-0.2556286,0.05281,-0.0749362,100,100,100,2,0,0,2,1,70,1,0,1,8,1,2,5,1,2,0,0,1,0.8,0.8,1,0,10717.2,0,0,0,1,0,2,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000134,0,301,2868.316,61.13865,708.2263,241.6667,141.6667,233.3333,4,,,,0.5120084,100,67.12689,66.66667,4,0,3,7,1,70,1,1,0,0,1,2,3,0,2,0,0,0,1,0.6666667,0,0,2868.316,0,0,0,0,0,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000134,1,301,7645.27,51.78673,1380.751,1427.115,489.2966,371.05,8,,,,1.179455,100,68.75,50,2,0,3,5,1,70,1,1,0,0,1,2,3,0,2,0,0,0,1,0.6666667,0,0,2868.316,0,0,0,0,0,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000138,0,301,4381.596,61.36873,1728.649,0,0,0,10,0.9894608,-1.810667,-0.7366565,-0.2745962,100,100,100,0,0,5,5,1,53,0,1,0,0,0,2,3,1,1,0,0,1,0.6666667,0.3333333,0,1,4381.596,1,0,0,0,0,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
301000138,1,301,4778.65,37.2421,675.5532,132.5178,101.9368,171.2538,6,,,,-0.5989749,100,91.07143,75,1,4,3,8,1,53,0,1,0,0,0,2,3,1,1,0,0,1,0.6666667,0.3333333,0,1,4381.596,1,0,0,0,0,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
301000141,0,301,7278.367,76.74387,2313.279,8.333333,333.3333,0,9,0.6337899,0.5727839,0.7229728,-0.330756,66.66667,97.26057,83.33333,10,6,10,26,1,46,0,1,0,3,0,5,8,2,3,2,1,0,0.625,0.625,1,3,7278.367,0,0,1,0,0,3,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000141,1,301,12478.37,70.24902,6031.84,2466.871,41.69215,234.4547,11,0.2888954,-0.2317895,-0.0052635,0.2624267,100,78.06123,25,0,0,3,3,1,46,0,1,0,3,0,5,8,2,3,2,1,0,0.625,0.625,1,3,7278.367,0,0,1,0,0,3,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000143,0,301,3005.727,69.43613,947.8639,83.33334,16.66667,66.66666,10,-2.134475,0.8244053,-0.7610297,0.6291879,100,100,100,0,0,2,2,1,58,0,1,0,6,0,1,4,1,1,1,0,1,0.5,0.5,1,0,3005.727,1,0,1,0,0,3,0.3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000143,1,301,10723.52,52.2328,5526.541,2079.511,113.1498,0,12,-1.7762,1.388826,-1.108685,0.4164696,100,100,100,0,0,2,2,1,58,0,1,0,6,0,1,4,1,1,1,0,1,0.5,0.5,1,0,3005.727,1,0,1,0,0,3,0.3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000148,0,301,5767.577,65.84064,1742.768,0,153.3333,366.6667,10,-0.5978063,0.4023506,-0.0971518,0.2800164,50,88.49442,80,0,0,9,9,1,50,0,1,0,0,1,3,5,1,2,1,0,1,0.6,0.4,1,0,5767.577,0,0,1,0,0,2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
301000148,1,301,8303.486,84.20029,1729.893,30.58104,61.16208,346.5851,9,-0.3218136,1.481139,0.875632,-0.5930022,100,97.85714,66.66667,0,0,15,15,1,50,0,1,0,0,1,3,5,1,2,1,0,1,0.6,0.4,1,0,5767.577,0,0,1,0,0,2,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
301000150,0,301,5264.373,79.20773,1574.392,37.5,0,200,10,,,,2.220137,100,79.72825,66.66667,0,0,2,2,1,59,0,1,0,8,1,5,6,0,5,0,0,1,0.8333333,0.1666667,1,1,5264.373,1,0,0,0,0,1,0.1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000150,1,301,10297.82,59.61261,3731.739,2069.317,825.688,163.0989,11,,,,1.452337,50,98.57143,80,0,0,7,7,1,59,0,1,0,8,1,5,6,0,5,0,0,1,0.8333333,0.1666667,1,1,5264.373,1,0,0,0,0,1,0.1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000151,0,301,2723.383,77.11181,1123.045,0,0,33.33333,8,,,,-1.153168,100,100,100,0,0,1,1,1,61,0,0,0,7,0,2,5,0,2,2,0,1,0.4,0,0,3,2723.383,1,0,0,0,0,1,0.3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000151,1,301,12340.81,41.4604,5014.253,178.3894,149.8471,5484.2,12,,,,-0.7173973,100,91.96429,50,0,0,4,4,1,61,0,0,0,7,0,2,5,0,2,2,0,1,0.4,0,0,3,2723.383,1,0,0,0,0,1,0.3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000152,0,301,4550.833,47.5737,864.6584,1500,112.5,233.3333,9,,,,0.5644717,100,75.34517,75,0,0,4,4,1,69,1,1,0,6,0,2,4,0,2,1,0,0,0.75,0.5,0,1,4550.833,0,0,1,0,0,1,0.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000152,1,301,,,,,,,,,,,,,,,,,,,1,69,1,1,0,6,0,2,4,0,2,1,0,0,0.75,0.5,0,1,4550.833,0,0,1,0,0,1,0.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000154,0,301,6989.987,43.60981,3316.272,0,0,66.66666,9,,,,0.2925953,100,100,100,2,0,4,6,1,61,0,1,0,0,0,2,3,0,2,0,0,1,0.6666667,0.6666667,0,0,6989.987,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000154,1,301,7490.836,61.69291,1760.025,968.3996,198.7768,73.39449,11,,,,-0.1172813,100,93.75,25,3,2,0,5,1,61,0,1,0,0,0,2,3,0,2,0,0,1,0.6666667,0.6666667,0,0,6989.987,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000155,0,301,8092.113,89.14581,4031.485,8.333333,33.33333,16.66667,10,-2.634804,-0.723138,-2.26213,-0.647396,100,56.44313,0,0,0,3,3,1,63,0,1,0,0,1,4,5,1,3,0,0,1,0.8,0.6,0,1,8092.113,0,0,1,0,0,2,5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000155,1,301,5974.189,84.66901,1157.304,50.9684,15.29052,36.69725,10,-0.2683563,0.106329,-0.0562391,-0.9533965,50,92.85714,25,1,0,2,3,1,63,0,1,0,0,1,4,5,1,3,0,0,1,0.8,0.6,0,1,8092.113,0,0,1,0,0,2,5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000156,0,301,5303.9,67.75957,2875.608,2.5,0,83.33334,6,,,,-1.025247,50,83.56345,66.66667,1,0,0,1,1,41,0,1,0,3,1,2,3,0,2,0,1,0,0.6666667,0.3333333,0,0,5303.9,1,0,0,0,0,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000156,1,301,4130.306,69.56931,1142.02,545.3619,183.4862,30.58104,9,,,,0.1679024,100,90.47619,33.33334,1,7,4,12,1,41,0,1,0,3,1,2,3,0,2,0,1,0,0.6666667,0.3333333,0,0,5303.9,1,0,0,0,0,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000159,0,301,4859.033,70.39878,2054.325,33.33333,25,123.3333,9,,,,-0.8842691,75,100,100,0,2,6,8,1,53,0,1,0,8,0,3,5,0,4,0,0,1,0.8,0.6,1,1,4859.033,1,0,1,0,0,1,0.3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000159,1,301,,,,,,,,,,,,,,,,,,,1,53,0,1,0,8,0,3,5,0,4,0,0,1,0.8,0.6,1,1,4859.033,1,0,1,0,0,1,0.3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000161,0,301,2383.717,69.93491,495.3177,175,66.66666,13.33333,3,,,,-0.7963187,100,89.48061,60,0,0,0,0,1,69,1,1,0,0,1,3,5,0,4,0,0,0,1,0.6,0,0,2383.717,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000161,1,301,,,,,,,,,,,,,,,,,,,1,69,1,1,0,0,1,3,5,0,4,0,0,0,1,0.6,0,0,2383.717,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000164,0,301,3319.167,65.22721,663.8334,58.33333,20.83333,86.66666,8,-0.7059913,1.03602,0.3250614,0.6527273,100,91.23384,50,0,0,4,4,1,50,0,1,0,10,1,3,7,1,2,3,0,1,0.4285714,0.7142857,4,3,3319.167,1,0,0,1,0,3,1.2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000164,1,301,7180.638,69.96397,2233.303,101.9368,56.06524,159.0214,11,1.256499,-0.0209064,0.7159318,0.5286705,100,93.25397,50,0,0,4,4,1,50,0,1,0,10,1,3,7,1,2,3,0,1,0.4285714,0.7142857,4,3,3319.167,1,0,0,1,0,3,1.2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
301000167,0,301,5252.673,57.53908,1204.051,33.33333,16.66667,166.6667,8,-3.144841,-2.034679,-3.246975,-0.5926697,75,87.67258,87.5,0,0,1,1,1,60,0,0,1,8,1,4,9,1,4,2,0,2,0.5555556,0.4444444,1,4,5252.673,1,0,0,0,0,4,0.25,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
301000167,1,301,19382.51,74.83466,8741.064,596.3303,178.3894,32.61977,11,-1.909145,1.623018,0.1208487,-0.0693153,100,97.85714,80,4,4,5,13,1,60,0,0,1,8,1,4,9,1,4,2,0,2,0.5555556,0.4444444,1,4,5252.673,1,0,0,0,0,4,0.25,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
301000168,0,301,2732.586,67.18616,522.0272,28.33333,0,5,7,,,,-0.1135916,100,67.12689,66.66667,0,0,3,3,1,49,0,1,0,0,1,1,3,0,1,1,1,0,0.3333333,0.6666667,1,0,2732.586,1,0,1,0,0,2,0.5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000168,1,301,3417.563,72.45447,1370.681,88.68501,479.6126,0,8,,,,-0.2615652,100,100,100,0,1,3,4,1,49,0,1,0,0,1,1,3,0,1,1,1,0,0.3333333,0.6666667,1,0,2732.586,1,0,1,0,0,2,0.5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000182,0,301,12937.93,60.10761,6879.578,3210.833,41.66667,0,11,2.987704,2.164429,3.153645,0.5021111,100,81.21536,75,0,4,5,9,1,49,0,0,1,11,0,4,8,1,3,2,2,0,0.5,0.25,2,4,12937.93,0,0,1,0,0,3,1.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000182,1,301,11937.31,75.38535,4742.605,430.683,295.6167,448.5219,11,,,,0.6160119,100,100,85.71429,0,0,0,0,1,49,0,0,1,11,0,4,8,1,3,2,2,0,0.5,0.25,2,4,12937.93,0,0,1,0,0,3,1.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000183,0,301,4731.557,62.50353,1108.417,133.3333,79.16666,126.6667,9,,,,0.3550711,100,82.74162,25,0,4,12,16,1,47,0,1,0,6,1,3,4,0,3,0,1,0,0.75,0.5,0,0,4731.557,1,0,0,0,0,1,0.75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
301000183,1,301,16857.02,57.02901,2925.599,1529.052,0,1100.917,7,,,,0.5150781,100,100,71.42857,0,2,1,3,1,47,0,1,0,6,1,3,4,0,3,0,1,0,0.75,0.5,0,0,4731.557,1,0,0,0,0,1,0.75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
301000185,0,301,9117.7,56.51316,3984.205,1375,100,133.3333,10,,,,-0.1330635,100,83.33334,83.33333,0,0,0,0,1,73,1,1,0,0,1,2,6,0,2,3,0,0,0.5,0.6666667,1,3,9117.7,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000185,1,301,8139.124,57.26709,2497.231,1284.404,795.1071,101.9368,5,,,,-0.2894877,100,77.14286,60,0,0,1,1,1,73,1,1,0,0,1,2,6,0,2,3,0,0,0.5,0.6666667,1,3,9117.7,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000186,0,301,3636.557,51.55674,1259.777,0,0,0,5,,,,-1.610084,100,67.12689,66.66667,2,2,4,8,1,72,1,1,0,0,1,1,3,0,1,1,0,0,0.6666667,0.3333333,1,1,3636.557,1,0,0,0,0,2,1.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000186,1,301,7733.436,68.49008,2938.706,183.4862,10.19368,81.54944,7,,,,-0.8338664,,80.95238,0,0,1,1,2,1,72,1,1,0,0,1,1,3,0,1,1,0,0,0.6666667,0.3333333,1,1,3636.557,1,0,0,0,0,2,1.5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000187,0,301,3813.9,65.8486,493.1768,175,56.66667,133.3333,6,,,,0.1400572,75,71.07166,40,3,3,2,8,1,50,0,1,0,4,1,3,5,0,4,0,0,1,0.8,0.2,0,1,3813.9,0,0,1,0,0,3,2.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
301000187,1,301,15094.68,71.23154,5019.166,50.9684,158.002,81.54944,11,,,,0.6205248,75,99.28571,66.66667,3,5,6,14,1,50,0,1,0,4,1,3,5,0,4,0,0,1,0.8,0.2,0,1,3813.9,0,0,1,0,0,3,2.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
301000188,0,301,2232.45,80.49229,968.2916,75,20.83333,1.666667,8,,,,0.4419639,75,100,100,0,0,9,9,1,17,0,0,0,8,0,4,4,0,4,0,0,0,1,0.25,0,0,2232.45,0,0,1,0,0,3,0.5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
301000188,1,301,,,,,,,,,,,,,,,,,,,1,17,0,0,0,8,0,4,4,0,4,0,0,0,1,0.25,0,0,2232.45,0,0,1,0,0,3,0.5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
301000189,0,301,8458.236,62.91583,2959.351,2066.667,0,46.66667,9,-2.265376,-1.812459,-2.632702,-0.4526436,100,100,100,4,0,0,4,1,66,1,0,1,6,0,3,9,1,4,2,0,1,0.6666667,0.4444444,1,2,8458.236,0,0,1,1,0,4,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000189,1,301,7413.707,72.40833,1499.566,764.526,94.29154,142.7115,12,-0.2348263,1.320371,0.7729568,0.7368779,100,100,80,1,1,2,4,1,66,1,0,1,6,0,3,9,1,4,2,0,1,0.6666667,0.4444444,1,2,8458.236,0,0,1,1,0,4,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000190,0,301,8023.263,41.60938,3225.956,587.5,173.3333,500,11,,,,0.9774511,100,94.24721,50,0,0,0,0,1,71,1,1,0,0,1,3,4,0,3,0,0,0,1,0.75,0,0,8023.263,0,0,0,0,0,2,4,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000190,1,301,5498.936,41.99601,1261.224,489.2966,168.1957,203.8736,8,,,,1.253649,100,98.57143,60,0,0,0,0,1,71,1,1,0,0,1,3,4,0,3,0,0,0,1,0.75,0,0,8023.263,0,0,0,0,0,2,4,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000191,0,301,3181.983,55.11185,1571.35,416.6667,525,66.66666,4,,,,0.919288,100,100,100,1,0,0,1,1,61,0,1,0,0,0,2,4,0,2,1,0,1,0.5,0.25,1,2,3181.983,0,0,1,0,0,3,0.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000191,1,301,19803.98,37.04225,6506.002,1808.359,1613.15,5871.56,9,,,,0.3831292,100,88.96104,66.66667,3,2,2,7,1,61,0,1,0,0,0,2,4,0,2,1,0,1,0.5,0.25,1,2,3181.983,0,0,1,0,0,3,0.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000192,0,301,3443.767,46.52174,279.2243,50,50,1063.333,6,,,,1.029011,100,100,100,0,0,4,4,1,61,0,1,0,8,0,2,3,0,2,0,0,1,0.6666667,0.6666667,1,1,3443.767,0,0,1,0,0,3,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
301000192,1,301,12234.82,63.24888,4480.238,825.688,509.684,20.38736,11,,,,0.1742981,100,100,100,0,6,9,15,1,61,0,1,0,8,0,2,3,0,2,0,0,1,0.6666667,0.6666667,1,1,3443.767,0,0,1,0,0,3,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
301000193,0,301,7843.95,65.69012,4119.722,165,83.33334,66.66666,10,,,,-0.3764474,100,86.19329,80,0,0,3,3,1,68,1,0,1,6,0,2,5,0,2,1,0,1,0.6,0.6,0,1,7843.95,0,0,1,0,0,2,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000193,1,301,12108.5,70.62325,4312.412,812.9459,387.3598,207.9511,11,,,,-0.4830187,100,100,25,0,0,0,0,1,68,1,0,1,6,0,2,5,0,2,1,0,1,0.6,0.6,0,1,7843.95,0,0,1,0,0,2,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
301000194,0,301,6710.05,63.56212,1498.691,83.33334,358.3333,1233.333,6,-3.552923,1.894413,-1.104367,0.3807476,100,88.49442,71.42857,2,0,3,5,1,80,1,0,1,4,1,2,7,1,4,0,0,1,0.8571429,0.2857143,0,0,6710.05,0,0,1,0,0,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
301000194,1,301,4920.18,67.3897,1108.219,728.8481,198.7768,81.54944,9,,,,-0.4632277,100,97.14286,80,3,0,6,9,1,80,1,0,1,4,1,2,7,1,4,0,0,1,0.8571429,0.2857143,0,0,6710.05,0,0,1,0,0,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
301000195,0,301,4455.833,24.29399,1069.4,25,0,0,4,-2.46678,0.8688976,-0.9882351,-0.2008832,100,100,100,0,0,0,0,1,47,0,1,0,0,0,5,7,1,4,1,1,0,0.7142857,0.7142857,0,1,4455.833,0,0,0,0,0,2,1.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
301000195,1,301,6851.509,61.2651,1642.633,331.2946,211.5189,149.8471,9,,,,-0.5022094,100,97.44898,85.71429,0,0,5,5,1,47,0,1,0,0,0,5,7,1,4,1,1,0,0.7142857,0.7142857,0,1,4455.833,0,0,0,0,0,2,1.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
301000196,0,301,1868.95,72.97948,355.9905,15,50,50,4,,,,-1.614599,100,100,100,0,0,1,1,1,72,1,1,0,0,0,2,3,0,2,0,0,0,1,0.3333333,0,0,1868.95,0,0,1,1,0,2,0.25,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000196,1,301,15021.26,57.68689,3948.13,137.6147,112.1305,50.9684,12,,,,-1.337565,100,100,66.66667,0,1,0,1,1,72,1,1,0,0,0,2,3,0,2,0,0,0,1,0.3333333,0,0,1868.95,0,0,1,1,0,2,0.25,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
301000197,0,301,5296.1,75.21761,1496.724,16.66667,191.6667,123.3333,9,-0.8878773,-0.7712576,-1.030871,-0.5966284,66.66667,91.37081,77.77778,0,0,4,4,1,82,1,0,1,10,0,2,9,1,3,1,2,0,0.6666667,0.4444444,4,3,5296.1,0,0,1,0,0,4,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1
301000197,1,301,,,,,,,,,,,,,,,,,,,1,82,1,0,1,10,0,2,9,1,3,1,2,0,0.6666667,0.4444444,4,3,5296.1,0,0,1,0,0,4,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1
301000198,0,301,2645.63,67.26678,527.8386,8.333333,20.83333,20,8,-3.895374,2.097475,-1.577163,-0.2745962,0,100,100,0,0,0,0,1,52,0,1,0,4,0,4,5,3,1,0,0,1,0.8,0.4,0,1,2645.63,1,0,1,0,0,4,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000198,1,301,4563.445,65.57763,807.6895,91.74312,66.25892,53.00713,9,-1.41798,0.2202915,-0.7386771,0.0481022,100,91.07143,50,0,0,3,3,1,52,0,1,0,4,0,4,5,3,1,0,0,1,0.8,0.4,0,1,2645.63,1,0,1,0,0,4,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
301000199,0,301,6693.75,69.53875,2770.901,0,0,133.3333,12,-1.980764,-0.6137059,-1.66853,,,1.380671,0,2,3,2,7,1,58,0,1,0,0,1,1,2,1,0,0,0,1,0.5,0.5,0,1,6693.75,0,0,1,0,0,2,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
301000199,1,301,7616.754,72.39039,2999.875,71.35576,203.8736,101.9368,9,-1.268767,0.5255008,-0.4605382,,,97.61905,66.66667,1,0,6,7,1,58,0,1,0,0,1,1,2,1,0,0,0,1,0.5,0.5,0,1,6693.75,0,0,1,0,0,2,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
301000200,0,301,12846.58,42.97446,1712.878,5666.667,109.1667,0,8,0.9280262,0.0163857,0.5816826,-0.095215,100,88.88889,90,3,2,7,12,1,60,0,0,1,8,0,2,11,2,5,2,0,2,0.6363636,0.3636364,3,4,12846.58,0,0,1,0,0,2,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1
