hhcode,year,location,expenditure,food,micro,education1,education2,health,diversity,stunting,wasting,schooling,enrolled,illness1,illness2,treated,head_age,elderly,head_sex,head_married,head_educ,head_sick,ovc,hhsize,age_5under,age_0617,age_1834,age_3549,age_5064,depend_ratio,sex_ratio,adult_educ,non_active,initial_exp,agriculture,salaried,casual,self,transfers,rooms,land,livestock,water,bike,radio,phone,mosquito,road,market,communication,electricity,district1,district2,district3,district4,district5,district6,sample_nutrition,sample_education
103090027,0,103,3396.773,1918.19,541.25,8.333333,22.5,6.666667,8,,,1.512302,100,98.68507,80,0,40,0,1,0,10,0,3,5,0,3,1,1,0,.6,.4,2,0,3396.773,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
103090027,1,103,7497.35,5429.052,2648.318,152.9052,239.5515,0,11,,,1.230902,100,100,75,0,40,0,1,0,10,0,3,5,0,3,1,1,0,.6,.4,2,0,3396.773,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
104010038,0,104,27407.2,2775.53,355.06,12500,3416.667,180,8,-1.537645,.5279865,,,100,100,0,61,0,1,0,0,0,1,9,3,1,4,0,1,.4444444,.4444444,4,3,27407.2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
104010038,1,104,,,,,,,,,,,,,,0,61,0,1,0,0,0,1,9,3,1,4,0,1,.4444444,.4444444,4,3,27407.2,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
104020010,0,104,14873.03,4719.7,1831.59,0,0,1233.333,8,,,-1.213413,0,80.27613,80,0,56,0,1,0,0,0,2,5,0,2,2,0,1,.4,.4,0,3,14873.03,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
104020010,1,104,,,,,,,,,,,,,,0,56,0,1,0,0,0,2,5,0,2,2,0,1,.4,.4,0,3,14873.03,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
104020024,0,104,17437.06,4252.06,1350.96,0,0,2140,10,-2.552898,.4138617,.1669568,0,83.56345,87.5,0,43,0,0,1,12,1,0,9,3,4,0,2,0,.7777778,.4444444,1,1,17437.06,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
104020024,1,104,,,,,,,,,,,,,,0,43,0,0,1,12,1,0,9,3,4,0,2,0,.7777778,.4444444,1,1,17437.06,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
104040002,0,104,25856.46,5893.13,1299,4500,2156.667,1566.667,10,,,.7516301,100,90.13807,90.9091,0,47,0,0,1,12,0,3,11,1,6,2,2,0,.6363636,.5454546,3,1,25856.46,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
104040002,1,104,,,,,,,,,,,,,,0,47,0,0,1,12,0,3,11,1,6,2,2,0,.6363636,.5454546,3,1,25856.46,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
104040003,0,104,15067.93,5390.85,2121.7,0,0,2733.333,10,-4.090217,-1.785662,,,100,100,0,31,0,0,1,8,0,1,4,1,1,2,0,0,.5,.5,2,1,15067.93,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
104040003,1,104,,,,,,,,,,,,,,0,31,0,0,1,8,0,1,4,1,1,2,0,0,.5,.5,2,1,15067.93,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
104040080,0,104,11772.18,2797.18,840.02,225,1187.5,500,9,,,,,100,100,0,40,0,1,0,12,0,2,4,0,2,1,1,0,.5,.75,2,1,11772.18,0,0,0,1,0,1,3,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
104040080,1,104,,,,,,,,,,,,,,0,40,0,1,0,12,0,2,4,0,2,1,1,0,.5,.75,2,1,11772.18,0,0,0,1,0,1,3,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
104040096,0,104,6583.113,3749.78,1428.9,0,0,116.6667,11,,,1.841733,100,100,100,0,30,0,1,1,12,0,1,2,0,1,1,0,0,.5,.5,1,0,6583.113,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
104040096,1,104,10197.93,5932.232,1946.514,509.684,0,40.77472,12,,,1.233555,100,96.42857,33.33334,0,30,0,1,1,12,0,1,2,0,1,1,0,0,.5,.5,1,0,6583.113,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
104040109,0,104,9809.617,3095.95,433,4166.667,0,250,7,,,.6837233,100,97.1236,87.5,0,43,0,1,0,7,1,3,8,0,3,4,1,0,.375,.5,4,4,9809.617,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
104040109,1,104,,,,,,,,,,,,,,0,43,0,1,0,7,1,3,8,0,3,4,1,0,.375,.5,4,4,9809.617,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
104040126,0,104,14740.25,2273.25,679.81,525,3794.167,2133.333,10,-2.378943,-.8445512,-.2459679,66.66667,93.42538,20,0,38,0,0,1,12,1,2,6,1,3,1,1,0,.6666667,.6666667,2,1,14740.25,0,1,0,0,0,1,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
104040126,1,104,11333.31,7309.358,1906.789,229.3578,17.83894,0,9,-.4106487,-.1262335,-.8700594,50,93.75,60,0,38,0,0,1,12,1,2,6,1,3,1,1,0,.6666667,.6666667,2,1,14740.25,0,1,0,0,0,1,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
104040128,0,104,4895.727,2520.06,779.4,41.66667,33.33333,66.66666,8,,,-.1940939,100,100,100,0,30,0,1,0,11,0,2,4,0,2,1,1,0,.5,.5,1,1,4895.727,0,1,0,0,0,1,.3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
104040128,1,104,9360.866,5283.394,2542.385,183.4862,50.9684,163.0989,7,,,.8279402,100,98.80952,83.33333,0,30,0,1,0,11,0,2,4,0,2,1,1,0,.5,.5,1,1,4895.727,0,1,0,0,0,1,.3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
104040129,0,104,8759.8,4589.8,1818.6,0,0,0,9,,,.3431058,100,100,100,0,45,0,0,1,7,0,2,6,0,3,2,1,0,.5,.6666667,1,2,8759.8,0,1,0,0,0,1,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
104040129,1,104,,,,,,,,,,,,,,0,45,0,0,1,7,0,2,6,0,3,2,1,0,.5,.6666667,1,2,8759.8,0,1,0,0,0,1,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
104040199,0,104,10161.35,3438.02,1441.89,91.66666,275,233.3333,9,,2.686226,.5733632,100,100,100,0,55,0,0,1,5,0,2,5,1,2,1,0,1,.6,.6,0,1,10161.35,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
104040199,1,104,,,,,,,,,,,,,,0,55,0,0,1,5,0,2,5,1,2,1,0,1,.6,.6,0,1,10161.35,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
104040204,0,104,5335.39,3390.39,510.94,0,0,0,7,,,,,100,100,0,41,0,1,0,7,0,1,5,0,1,3,1,0,.2,.4,3,3,5335.39,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
104040204,1,104,10027.04,1946.514,423.7309,2599.388,193.6799,112.1305,8,,,,,100,50,0,41,0,1,0,7,0,1,5,0,1,3,1,0,.2,.4,3,3,5335.39,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
104040237,0,104,8279.67,5191.67,1775.3,50,121.6667,40,10,-.3911302,.6687365,-.093608,100,100,28.57143,0,35,0,0,1,12,0,2,7,1,4,1,1,0,.7142857,.7142857,2,1,8279.67,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
104040237,1,104,,,,,,,,,,,,,,0,35,0,0,1,12,0,2,7,1,4,1,1,0,.7142857,.7142857,2,1,8279.67,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
104040239,0,104,11296.95,4823.62,822.7,3412.5,455,76.66666,9,,,.8046595,100,100,100,0,40,0,1,0,9,0,4,5,0,4,0,1,0,.8,1,1,0,11296.95,0,1,0,0,0,1,.1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
104040239,1,104,13115.75,4568.349,503.1805,0,161.0602,81.54944,9,,,1.552256,100,100,100,0,40,0,1,0,9,0,4,5,0,4,0,1,0,.8,1,1,0,11296.95,0,1,0,0,0,1,.1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
104040250,0,104,8331.836,4542.17,1493.85,0,0,83.33334,12,,1.223496,,,100,100,0,28,0,1,0,8,0,1,3,1,1,1,0,0,.6666667,.6666667,1,0,8331.836,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
104040250,1,104,,,,,,,,,,,,,,0,28,0,1,0,8,0,1,3,1,1,1,0,0,.6666667,.6666667,1,0,8331.836,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
104050016,0,104,16875.93,5503.43,2251.6,1250,633.3333,0,12,,,,,100,0,0,30,0,1,0,0,1,1,2,0,1,1,0,0,.5,1,0,0,16875.93,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
104050016,1,104,,,,,,,,,,,,,,0,30,0,1,0,0,1,1,2,0,1,1,0,0,.5,1,0,0,16875.93,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
104050017,0,104,12840.48,4143.81,1363.95,0,0,250,10,-1.510248,.5477259,.1290618,50,89.0423,75,0,46,0,1,0,0,0,3,4,1,2,0,1,0,.75,.25,0,0,12840.48,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
104050017,1,104,,,,,,,,,,,,,,0,46,0,1,0,0,0,3,4,1,2,0,1,0,.75,.25,0,0,12840.48,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
104060033,0,104,20014.62,3520.29,1121.47,7500,341.6667,0,11,-1.210622,-1.822616,,,100,100,0,41,0,1,0,7,0,1,4,1,1,1,1,0,.5,.75,1,1,20014.62,0,0,0,1,0,1,10,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
104060033,1,104,,,,,,,,,,,,,,0,41,0,1,0,7,0,1,4,1,1,1,1,0,.5,.75,1,1,20014.62,0,0,0,1,0,1,10,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
104070044,0,104,38405.05,4044.22,736.1,6750,820.8333,1666.667,9,,,.5263396,100,97.26057,91.66667,0,43,0,1,0,0,0,1,12,0,6,5,1,0,.5,.5,5,4,38405.05,0,0,0,1,0,4,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
104070044,1,104,,,,,,,,,,,,,,0,43,0,1,0,0,0,1,12,0,6,5,1,0,.5,.5,5,4,38405.05,0,0,0,1,0,4,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
104080020,0,104,23699.03,3641.53,1602.1,483.3333,2454.167,1300,10,,,-.3479903,66.66667,100,100,0,40,0,1,0,0,0,8,9,2,6,0,1,0,.8888889,.5555556,0,0,23699.03,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
104080020,1,104,,,,,,,,,,,,,,0,40,0,1,0,0,0,8,9,2,6,0,1,0,.8888889,.5555556,0,0,23699.03,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
104090040,0,104,10016.97,6105.3,1775.3,0,125,0,10,,,.5526663,75,100,100,0,39,0,0,1,7,0,1,6,0,4,0,2,0,.6666667,.6666667,1,1,10016.97,0,0,0,1,0,4,.5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
104090040,1,104,11019.12,5614.434,662.0795,91.74312,438.3282,0,9,,,1.52463,100,100,100,0,39,0,0,1,7,0,1,6,0,4,0,2,0,.6666667,.6666667,1,1,10016.97,0,0,0,1,0,4,.5,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
104090094,0,104,11191.37,7742.04,1515.5,0,83.33334,0,10,,,.255973,100,100,100,0,45,0,0,1,6,0,2,7,0,4,2,1,0,.5714286,.7142857,1,3,11191.37,1,0,0,0,0,5,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
104090094,1,104,,,,,,,,,,,,,,0,45,0,0,1,6,0,2,7,0,4,2,1,0,.5714286,.7142857,1,3,11191.37,1,0,0,0,0,5,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
104090139,0,104,5955.364,2992.03,1255.7,0,0,0,11,.7933556,-1.363058,.4094215,100,100,100,0,34,0,0,1,8,0,0,5,1,2,2,0,0,.6,.2,1,0,5955.364,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104090139,1,104,,,,,,,,,,,,,,0,34,0,0,1,8,0,0,5,1,2,2,0,0,.6,.2,1,0,5955.364,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110012,0,104,4538.1,2468.1,736.1,0,83.33334,700,7,-1.808344,1.360879,1.555501,100,84.22091,83.33333,0,43,0,1,0,10,0,3,6,1,2,2,1,0,.5,1,1,2,4538.1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110012,1,104,3856.97,1869.713,238.3486,0,7.64526,128.4404,8,2.713905,-.7690163,1.055448,100,89.28571,60,0,43,0,1,0,10,0,3,6,1,2,2,1,0,.5,1,1,2,4538.1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110033,0,104,10415.04,5139.71,649.5,200,4000,6.666667,8,-.9908068,-.5796261,.3599235,50,98.68507,83.33333,0,69,1,1,0,3,0,3,7,2,2,1,1,0,.7142857,.4285714,2,1,10415.04,1,0,0,0,0,3,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110033,1,104,,,,,,,,,,,,,,0,69,1,1,0,3,0,3,7,2,2,1,1,0,.7142857,.4285714,2,1,10415.04,1,0,0,0,0,3,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110083,0,104,8553.27,5278.27,2537.38,0,0,0,11,,,-.1651838,100,100,100,0,24,0,0,1,7,0,0,4,1,1,2,0,0,.5,.5,0,1,8553.27,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110083,1,104,,,,,,,,,,,,,,0,24,0,0,1,7,0,0,4,1,1,2,0,0,.5,.5,0,1,8553.27,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104110142,0,104,11085.81,4572.48,1234.05,250,1408.333,0,10,,,1.350223,100,100,100,0,26,0,1,0,12,0,1,2,0,1,1,0,0,.5,1,1,0,11085.81,1,0,0,0,0,2,.1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
104110142,1,104,3900.367,2304.037,476.6973,146.789,36.69725,6.116208,10,,,1.503499,100,92.85715,0,0,26,0,1,0,12,0,1,2,0,1,1,0,0,.5,1,1,0,11085.81,1,0,0,0,0,2,.1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
104110160,0,104,10976.43,5074.76,909.3,0,89.16666,1400,8,-1.631849,,1.17259,100,85.91152,85.71429,0,65,1,0,1,0,1,3,8,1,2,3,0,1,.5,.375,3,1,10976.43,1,0,0,1,0,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
104110160,1,104,,,,,,,,,,,,,,0,65,1,0,1,0,1,3,8,1,2,3,0,1,.5,.375,3,1,10976.43,1,0,0,1,0,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
104120036,0,104,8088.417,3788.75,86.6,0,2500,1666.667,4,,,2.234531,100,88.49442,14.28572,0,73,1,1,0,0,1,0,8,2,2,2,1,0,.625,.5,0,2,8088.417,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1
104120036,1,104,6870.683,5111.254,900.4281,30.58104,153.9246,40.77472,7,-1.712419,-1.269923,.7533878,100,100,100,0,73,1,1,0,0,1,0,8,2,2,2,1,0,.625,.5,0,2,8088.417,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1
104120058,0,104,7741.056,4039.89,1039.2,333.3333,95.83334,0,8,-1.597074,-.1911297,2.16368,100,100,100,0,48,0,1,0,6,0,3,10,2,3,4,1,0,.5,.5,2,5,7741.056,1,0,0,0,0,3,.2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104120058,1,104,7116.367,4957.651,781.2538,504.5872,76.4526,4.077472,9,-1.038399,-2.546212,1.150346,100,99.35065,90.9091,0,48,0,1,0,6,0,3,10,2,3,4,1,0,.5,.5,2,5,7741.056,1,0,0,0,0,3,.2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104120099,0,104,7098.8,5022.8,1039.2,0,116.6667,13.33333,8,-.6274766,-1.019218,.6671926,100,92.32961,75,0,33,0,1,0,5,1,3,4,1,2,1,0,0,.75,.75,0,1,7098.8,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
104120099,1,104,2592.681,1297.676,278.0734,244.6483,96.83996,6.116208,7,-1.086342,-.4174255,.4237486,100,100,100,0,33,0,1,0,5,1,3,4,1,2,1,0,0,.75,.75,0,1,7098.8,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
104120134,0,104,12370.13,5239.3,2251.6,10,220.8333,6.666667,10,-2.580407,-1.682354,.4395328,33.33334,90.79553,66.66667,0,44,0,0,1,0,0,1,6,1,3,0,2,0,.6666667,.1666667,1,0,12370.13,1,1,0,0,0,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
104120134,1,104,16957.43,9613.395,4210.826,35.67788,0,998.9807,9,-.3973265,-1.643003,.2622786,50,92.14286,60,0,44,0,0,1,0,0,1,6,1,3,0,2,0,.6666667,.1666667,1,0,12370.13,1,1,0,0,0,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1
104120141,0,104,11697.53,4511.86,874.66,75,3083.333,333.3333,9,,,.359607,100,96.71269,50,0,44,0,1,0,1,0,1,3,1,1,0,1,0,.6666667,.3333333,0,0,11697.53,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104120141,1,104,12668.01,9507.462,2727.768,85.11723,251.7839,285.423,10,-.3479237,,1.503499,100,100,50,0,44,0,1,0,1,0,1,3,1,1,0,1,0,.6666667,.3333333,0,0,11697.53,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104130027,0,104,10981.58,3139.25,519.6,416.6667,3000,2500,8,,,.3053743,100,96.71269,50,0,40,0,1,0,5,1,1,2,0,1,0,1,0,.5,.5,0,1,10981.58,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
104130027,1,104,5081.719,3487.835,768.0122,0,30.58104,42.81346,10,,,.7861224,0,100,0,0,40,0,1,0,5,1,1,2,0,1,0,1,0,.5,.5,0,1,10981.58,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
104130029,0,104,22417.77,7988.85,3736.79,1044.083,750,1966.667,11,,,-.725764,50,97.65192,87.5,0,26,0,0,0,15,0,5,8,1,4,3,0,0,.625,.125,3,0,22417.77,0,1,0,1,0,6,1.1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
104130029,1,104,,,,,,,,,,,,,,0,26,0,0,0,15,0,5,8,1,4,3,0,0,.625,.125,3,0,22417.77,0,1,0,1,0,6,1.1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
104130032,0,104,11332.37,5144.04,952.6,1716.667,100,83.33334,8,1.400292,.6483973,.2635357,100,90.13807,75,0,39,0,1,0,0,1,3,8,1,2,4,1,0,.375,.625,2,2,11332.37,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104130032,1,104,14745.6,10685.96,3681.162,795.1071,231.3965,20.38736,9,1.064516,.2626932,1.323731,100,92.34694,71.42857,0,39,0,1,0,0,1,3,8,1,2,4,1,0,.375,.625,2,2,11332.37,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
104130063,0,104,6005.08,2277.58,887.65,20.83333,125,93.33334,8,,,,,100,100,0,37,0,1,0,8,0,1,4,0,1,2,1,0,.25,.5,2,1,6005.08,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
104130063,1,104,14022.88,6038.166,1006.361,0,0,0,8,,,,,66.66666,66.66667,0,37,0,1,0,8,0,1,4,0,1,2,1,0,.25,.5,2,1,6005.08,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
104130073,0,104,5692.283,1363.95,476.3,1500,683.3333,333.3333,6,,,.0585996,50,80.27613,80,0,38,0,1,0,8,0,4,5,0,4,0,1,0,.8,.8,1,0,5692.283,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
104130073,1,104,4746.728,1933.272,582.6299,1146.789,56.06524,4.077472,8,,,.3732467,100,100,100,0,38,0,1,0,8,0,4,5,0,4,0,1,0,.8,.8,1,0,5692.283,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
104130122,0,104,5776.35,2576.35,562.9,0,0,0,8,,,.219496,50,100,100,0,42,0,0,1,5,0,0,4,0,2,0,2,0,.5,.5,1,1,5776.35,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
104130122,1,104,9164.973,4981.486,913.6697,0,91.74312,897.0438,9,,,.0637008,100,71.42857,71.42857,0,42,0,0,1,5,0,0,4,0,2,0,2,0,.5,.5,1,1,5776.35,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1
104130155,0,104,4287.586,1835.92,779.4,62.5,31.66667,0,9,,,,,100,100,0,31,0,0,1,6,0,0,3,1,0,2,0,0,.3333333,.3333333,0,1,4287.586,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
104130155,1,104,8746.555,4806.697,1006.361,105.5046,252.2936,61.16208,9,-.4367897,-.09335,,,95.53571,0,0,31,0,0,1,6,0,0,3,1,0,2,0,0,.3333333,.3333333,0,1,4287.586,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
104130177,0,104,13956.81,2411.81,346.4,0,3000,100,9,,,,,100,100,0,67,1,1,0,0,0,1,3,0,1,1,0,0,.6666667,.6666667,1,1,13956.81,1,0,1,0,0,3,.75,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
104130177,1,104,12836.17,3601.712,1006.361,0,0,101.9368,10,,,,,100,66.66667,0,67,1,1,0,0,0,1,3,0,1,1,0,0,.6666667,.6666667,1,1,13956.81,1,0,1,0,0,3,.75,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
104130186,0,104,5348.06,4035.56,909.3,0,0,0,11,,,,,100,66.66667,0,38,0,1,0,0,1,1,3,0,1,1,1,0,.3333333,.3333333,0,1,5348.06,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
104130186,1,104,4901.303,3207.113,701.8043,5.09684,208.9704,0,8,,,,,90,80,0,38,0,1,0,0,1,1,3,0,1,1,1,0,.3333333,.3333333,0,1,5348.06,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
201000002,0,201,2907.74,1636.74,519.6,91.66666,83.33334,0,7,,,.1054966,100,100,100,1,76,1,1,0,0,0,3,5,0,3,0,0,1,.8,.2,0,0,2907.74,1,0,1,0,0,2,1.2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
201000002,1,201,6592.406,5760.092,1165.26,127.421,109.5821,10.19368,12,,,.7346753,100,87.5,75,1,76,1,1,0,0,0,3,5,0,3,0,0,1,.8,.2,0,0,2907.74,1,0,1,0,0,2,1.2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
201000003,0,201,5304.3,3074.3,1082.5,0,0,0,5,,,-.2745962,0,75.34517,75,1,89,1,0,1,0,1,2,4,0,2,0,0,1,.75,.5,0,0,5304.3,0,0,1,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
201000003,1,201,,,,,,,,,,,,,,1,89,1,0,1,0,1,2,4,0,2,0,0,1,.75,.5,0,0,5304.3,0,0,1,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
201000004,0,201,5231.293,4165.46,1957.16,12.5,0,100,9,-.1890005,-.8592563,-.4286494,100,100,100,1,68,1,0,1,6,0,4,9,1,6,0,1,0,.8888889,.3333333,0,1,5231.293,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
201000004,1,201,6754.902,5217.187,1165.26,110.0917,45.87156,65.23955,10,-.932785,-.2685233,-.1466866,100,100,83.33333,1,68,1,0,1,6,0,4,9,1,6,0,1,0,.8888889,.3333333,0,1,5231.293,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
201000005,0,201,2795.033,2121.7,303.1,50,0,66.66666,5,,,1.070743,100,92.60355,0,1,80,1,1,0,0,1,3,4,0,3,0,0,0,1,.25,0,0,2795.033,0,0,1,0,1,3,2,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
201000005,1,201,6232.08,5733.609,2198.104,113.1498,0,18.34862,10,,,.4541798,100,100,50,1,80,1,1,0,0,1,3,4,0,3,0,0,0,1,.25,0,0,2795.033,0,0,1,0,1,3,2,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
201000006,0,201,6398.75,4221.75,1602.1,41.66667,0,33.33333,7,-.3149016,.1964612,-.8322836,66.66667,75.34517,80,1,37,0,1,0,6,1,4,5,1,3,0,1,0,.8,1,0,0,6398.75,1,0,1,0,0,2,.5,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
201000006,1,201,5428.099,2958.171,211.8654,165.1376,35.67788,50.9684,7,-1.471393,.5502372,-.8138521,100,98.57143,66.66667,1,37,0,1,0,6,1,4,5,1,3,0,1,0,.8,1,0,0,6398.75,1,0,1,0,0,2,.5,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
