hhcode,year,location,expenditure,food,micro,education1,education2,health,diversity,stunting,wasting,schooling,enrolled,illness1,illness2,treated,head_age,elderly,head_sex,head_married,head_educ,head_sick,ovc,hhsize,age_5under,age_0617,age_1834,age_3549,age_5064,depend_ratio,sex_ratio,adult_educ,non_active,initial_exp,agriculture,salaried,casual,self,transfers,rooms,land,livestock,water,bike,radio,phone,mosquito,road,market,communication,electricity,district1,district2,district3,district4,district5,district6,sample_nutrition,sample_education
304000009,1,304,5935.648,3614.954,3098.532,25.4842,637.105,55.04587,7,,,.3413426,100,81.25,0,1,64,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,.6666667,0,0,4138.41,1,0,1,0,0,2,.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000010,0,304,3977.717,2966.05,606.2,8.333333,0,120,5,,,.2059144,100,100,100,1,63,0,1,0,0,0,4,6,0,4,1,0,1,.6666667,.3333333,0,2,3977.717,0,0,1,0,0,3,1.5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000010,1,304,6963.833,4872.905,1165.26,1564.73,66.25892,0,9,,,.2840357,100,96.42857,75,1,63,0,1,0,0,0,4,6,0,4,1,0,1,.6666667,.3333333,0,2,3977.717,0,0,1,0,0,3,1.5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000011,0,304,4222.717,2966.05,866,25,0,133.3333,8,,,.3883166,100,90.79553,80,1,60,0,1,0,0,0,2,5,0,2,2,0,1,.4,.4,0,3,4222.717,1,0,1,0,0,2,.25,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000011,1,304,5859.343,3554.043,370.7645,183.4862,158.002,774.7197,8,,,.4100589,100,70,20,1,60,0,1,0,0,0,2,5,0,2,2,0,1,.4,.4,0,3,4222.717,1,0,1,0,0,2,.25,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000013,0,304,3020.013,2364.18,562.9,16.66667,25,46.66667,6,,,,,59.4565,33.33334,1,55,0,1,0,0,1,1,3,0,1,1,0,1,.3333333,.3333333,0,2,3020.013,0,0,1,0,0,2,.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000013,1,304,8591.04,4886.147,1483.058,76.4526,0,20.38736,8,,,,,97.61905,66.66667,1,55,0,1,0,0,1,1,3,0,1,1,0,1,.3333333,.3333333,0,2,3020.013,0,0,1,0,0,2,.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000015,0,304,6635.52,4520.52,2814.5,83.33334,62.5,50,11,,,.359607,100,65.48323,50,1,64,0,1,0,4,1,1,2,0,1,0,0,1,.5,1,0,1,6635.52,0,0,1,0,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
304000015,1,304,19467.24,13426.97,6117.615,122.3242,118.7564,214.0673,12,,,.8465065,100,71.42857,0,1,64,0,1,0,4,1,1,2,0,1,0,0,1,.5,1,0,1,6635.52,0,0,1,0,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
304000016,0,304,10490.32,4351.65,1991.8,2633.333,83.33334,0,10,-.8118215,-1.157873,-1.120816,100,98.90423,88.88889,1,76,1,0,1,0,1,1,10,1,2,5,0,0,.5,.5,3,5,10490.32,1,0,0,0,0,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
304000016,1,304,6352.548,4171.101,1853.823,10.19368,15.29052,8.154943,10,,,-.5703411,100,71.42857,50,1,76,1,0,1,0,1,1,10,1,2,5,0,0,.5,.5,3,5,10490.32,1,0,0,0,0,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
304000017,0,304,6298.216,4481.55,1991.8,1166.667,189.1667,66.66666,11,,,.4303003,100,88.49442,75,1,64,0,1,0,0,0,2,4,0,2,1,0,1,.5,.5,0,2,6298.216,0,0,1,0,0,3,.5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
304000017,1,304,4139.531,3469.297,820.9786,59.12334,22.93578,28.5423,8,,,.383655,100,99.10715,50,1,64,0,1,0,0,0,2,4,0,2,1,0,1,.5,.5,0,2,6298.216,0,0,1,0,0,3,.5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
304000018,0,304,2208.167,1299,519.6,25,0,23.33333,4,,,,,92.32961,66.66667,1,40,0,1,0,0,0,1,3,0,1,1,1,0,.3333333,.6666667,1,2,2208.167,0,0,1,0,0,2,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000018,1,304,5201.335,4621.315,1244.709,21.40673,15.29052,30.58104,8,,,,,87.5,50,1,40,0,1,0,0,0,1,3,0,1,1,1,0,.3333333,.6666667,1,2,2208.167,0,0,1,0,0,2,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000019,0,304,4504.716,2533.05,1039.2,50,41.66667,0,7,,,,,100,100,1,73,1,1,0,0,0,2,4,0,2,1,0,0,.75,.5,1,1,4504.716,1,0,1,0,0,3,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
304000019,1,304,14795.25,7759.572,1853.823,1980.122,335.8818,381.2436,7,,,,,82.85715,20,1,73,1,1,0,0,0,2,4,0,2,1,0,0,.75,.5,1,1,4504.716,1,0,1,0,0,3,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
304000020,0,304,7391.377,5139.71,1125.8,50,108.3333,166.6667,9,,,.9381425,100,85.75499,0,1,57,0,1,0,0,1,2,3,0,2,0,0,1,.6666667,.3333333,0,1,7391.377,1,0,0,0,0,2,.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000020,1,304,6566.514,4303.517,820.9786,178.3894,40.77472,799.1845,7,,,1.478333,100,83.92857,40,1,57,0,1,0,0,1,2,3,0,2,0,0,1,.6666667,.3333333,0,1,7391.377,1,0,0,0,0,2,.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000021,0,304,8351.9,4026.9,476.3,1291.667,833.3333,906.6667,4,,,3.611425,100,67.12689,0,1,55,0,1,0,3,1,3,5,0,3,1,0,1,.6,.4,1,2,8351.9,0,0,1,0,0,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000021,1,304,17077.18,7399.4,1986.239,909.7859,1106.218,40.77472,8,,,1.093356,100,82.14286,71.42857,1,55,0,1,0,3,1,3,5,0,3,1,0,1,.6,.4,1,2,8351.9,0,0,1,0,0,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000022,0,304,2743.85,1493.85,606.2,750,0,0,7,,,,,100,100,1,80,1,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,2743.85,0,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000022,1,304,,,,,,,,,,,,,,1,80,1,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,2743.85,0,0,1,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000024,0,304,10607.72,2524.39,562.9,89.16666,89.16666,6666.667,7,,,.237543,100,100,100,1,97,1,0,1,5,0,4,9,0,4,3,0,1,.5555556,.6666667,1,4,10607.72,0,0,1,0,0,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000024,1,304,10236.91,6077.89,2078.93,2477.064,122.3242,150.8665,11,,,.0027545,100,98.57143,70,1,97,1,0,1,5,0,4,9,0,4,3,0,1,.5555556,.6666667,1,4,10607.72,0,0,1,0,0,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000025,0,304,1234.367,822.7,303.1,25,0,16.66667,4,,,-.0291536,100,100,100,1,58,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,1,0,0,1234.367,1,0,1,0,0,2,.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000025,1,304,7763.156,6016.979,3019.083,517.8389,167.686,10.19368,12,,,.5147129,100,99.28571,80,1,58,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,1,0,0,1234.367,1,0,1,0,0,2,.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000026,0,304,1760.883,1017.55,64.95,8.333333,25,0,3,,,,,89.0423,66.66667,1,78,1,1,0,4,1,2,3,0,2,0,0,0,1,.6666667,0,0,1760.883,1,0,0,0,0,2,1.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000026,1,304,3999.197,3228.3,728.2875,61.92661,45.87156,130.4791,6,,,,,89.28571,25,1,78,1,1,0,4,1,2,3,0,2,0,0,0,1,.6666667,0,0,1760.883,1,0,0,0,0,2,1.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000027,0,304,2033.167,1515.5,281.45,75,0,16.66667,7,,,.0662655,100,100,100,1,68,1,1,0,0,0,3,4,0,3,0,0,0,1,.75,0,0,2033.167,0,0,1,0,0,2,.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000027,1,304,16134.1,9459.792,2621.835,126.4016,201.3252,846.0754,10,,,-.1269564,100,84.375,66.66667,1,68,1,1,0,0,0,3,4,0,3,0,0,0,1,.75,0,0,2033.167,0,0,1,0,0,2,.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000028,0,304,11298.28,7863.28,2061.08,100,375,600,11,,,.7214913,100,83.56345,75,1,76,1,1,0,0,0,2,4,0,2,1,0,0,.75,.5,0,1,11298.28,1,0,0,0,0,2,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000028,1,304,5697.125,4793.456,1721.407,0,0,20.38736,12,,,,,28.57143,0,1,76,1,1,0,0,0,2,4,0,2,1,0,0,.75,.5,0,1,11298.28,1,0,0,0,0,2,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000029,0,304,3206.683,2143.35,1125.8,0,0,6.666667,6,,,,,88.49442,50,1,58,0,1,0,0,1,1,2,0,1,0,0,1,.5,.5,0,0,3206.683,1,0,1,0,0,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000029,1,304,3818.96,2780.734,979.8777,344.0367,97.85933,244.6483,8,,,,,96.42857,50,1,58,0,1,0,0,1,1,2,0,1,0,0,1,.5,.5,0,0,3206.683,1,0,1,0,0,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000031,0,304,6692.866,2338.2,1039.2,3583.333,0,0,7,-1.684592,-.0584459,1.160807,100,100,100,1,66,1,1,0,0,0,4,5,1,3,0,0,0,1,.4,0,0,6692.866,1,0,1,0,0,3,.5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000031,1,304,6025.402,3416.33,1244.709,198.7768,538.736,20.38736,7,,,.42143,100,70,40,1,66,1,1,0,0,0,4,5,1,3,0,0,0,1,.4,0,0,6692.866,1,0,1,0,0,3,.5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000032,0,304,18613.34,5832.51,2598,16.66667,29.16667,900,9,-.8946143,.9975179,,,95.39777,83.33333,1,64,0,1,0,0,0,1,9,4,1,3,0,1,.5555556,.4444444,2,4,18613.34,1,0,0,0,0,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
304000032,1,304,3441.203,2886.667,979.8777,5.09684,0,81.54944,6,4.785852,1.169939,,,91.66666,0,1,64,0,1,0,0,0,1,9,4,1,3,0,1,.5555556,.4444444,2,4,18613.34,1,0,0,0,0,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
304000034,0,304,9219.583,5953.75,1905.2,16.66667,0,65,10,,,.2959526,100,81.91979,77.77778,1,52,0,1,0,0,0,1,9,1,3,4,0,1,.4444444,.5555556,3,5,9219.583,0,0,1,1,0,2,4.5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000034,1,304,10331.53,7897.284,1867.064,86.64629,6.116208,876.6565,11,-.618109,-.7104923,.0733505,100,92.85715,33.33334,1,52,0,1,0,0,0,1,9,1,3,4,0,1,.4444444,.5555556,3,5,9219.583,0,0,1,1,0,2,4.5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000035,0,304,8506.899,6191.9,1515.5,150,213.3333,300,8,,,-.1940939,100,100,100,1,58,0,1,0,10,0,2,3,0,2,0,0,1,.6666667,.6666667,1,1,8506.899,0,0,0,1,0,3,.1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
304000035,1,304,19370.52,13991.06,5534.985,315.7492,168.1957,456.6769,10,,,.6011943,100,90.47619,33.33334,1,58,0,1,0,10,0,2,3,0,2,0,0,1,.6666667,.6666667,1,1,8506.899,0,0,0,1,0,3,.1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
304000037,0,304,4551.217,2749.55,1732,666.6667,0,400,5,,,.007203,100,100,100,1,56,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,1,0,0,4551.217,1,0,1,0,0,2,.6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000037,1,304,4079.529,2359.651,291.315,1335.372,50.9684,20.38736,5,,,.6377987,100,95.53571,60,1,56,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,1,0,0,4551.217,1,0,1,0,0,2,.6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000038,0,304,4284.716,1883.55,476.3,25,0,100,8,-.0313147,-.4727353,1.218133,16.66667,100,100,1,76,1,0,1,4,0,8,11,3,6,0,0,0,1,.7272727,0,0,4284.716,1,0,1,0,0,3,.25,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000038,1,304,7805.392,6501.621,953.3945,99.38838,0,28.5423,8,-1.984596,-.9260781,.1311133,100,85.71429,85.71429,1,76,1,0,1,4,0,8,11,3,6,0,0,0,1,.7272727,0,0,4284.716,1,0,1,0,0,3,.25,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000039,0,304,5342.417,3355.75,1082.5,0,8.333333,416.6667,7,-2.873788,.5161325,-.357454,33.33334,95.39777,80,1,66,1,0,1,0,1,4,6,1,3,0,0,1,.8333333,.5,0,1,5342.417,1,0,1,0,0,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000039,1,304,6049.256,3879.786,622.3547,19.11315,40.77472,199.7961,8,.36779,-.0555586,-.9362826,100,79.7619,71.42857,1,66,1,0,1,0,1,4,6,1,3,0,0,1,.8333333,.5,0,1,5342.417,1,0,1,0,0,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
304000040,0,304,2909.047,2104.38,562.9,83.33334,26.66667,26.66667,6,,,-.5587946,66.66667,80.27613,80,1,61,0,1,0,0,1,3,5,0,3,1,0,1,.6,.4,0,0,2909.047,1,0,1,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000040,1,304,,,,,,,,,,,,,,1,61,0,1,0,0,1,3,5,0,3,1,0,1,.6,.4,0,0,2909.047,1,0,1,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000041,0,304,6995.92,2918.42,692.8,116.6667,254.1667,0,9,-.5250996,.2415491,.2162889,100,100,75,1,24,0,1,0,8,0,2,4,1,1,2,0,0,.5,.75,1,2,6995.92,1,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
304000041,1,304,,,,,,,,,,,,,,1,24,0,1,0,8,0,2,4,1,1,2,0,0,.5,.75,1,2,6995.92,1,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
304000042,0,304,2807.693,2130.36,1212.4,33.33333,125,0,6,,,.6179059,100,100,100,1,67,1,1,0,0,0,2,3,0,2,0,0,0,1,.6666667,0,0,2807.693,1,0,0,0,0,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000042,1,304,14384,8869.217,3445.462,1145.77,300.7136,154.9439,11,,,.3419765,87.5,98.21429,80,1,67,1,1,0,0,0,2,3,0,2,0,0,0,1,.6666667,0,0,2807.693,1,0,0,0,0,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000043,0,304,2063.507,1073.84,216.5,10,0,33.33333,5,,,.4898554,100,100,100,1,67,1,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,2063.507,0,0,1,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000043,1,304,5501.963,3805.633,820.9786,84.09786,30.58104,101.9368,10,,,.3598328,100,100,100,1,67,1,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,2063.507,0,0,1,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000044,0,304,4073.21,2758.21,1437.56,316.6667,33.33333,333.3333,9,,,-.4055328,100,95.39777,80,1,55,0,1,0,0,0,3,5,0,3,1,0,1,.6,1,0,2,4073.21,1,0,1,0,0,1,.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000044,1,304,5821.469,4022.795,556.1468,68.80734,64.72987,81.54944,10,,,.4890041,100,99.10715,50,1,55,0,1,0,0,0,3,5,0,3,1,0,1,.6,1,0,2,4073.21,1,0,1,0,0,1,.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000045,0,304,4225.33,3035.33,441.66,25,87.5,33.33333,8,,,-.2477354,100,100,100,1,50,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,1,0,0,4225.33,1,0,1,0,0,2,.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000045,1,304,6239.913,5225.131,1612.826,41.79409,35.16819,0,11,,,-.4730285,100,73.57143,40,1,50,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,1,0,0,4225.33,1,0,1,0,0,2,.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000046,0,304,989.7833,497.95,216.5,12.5,0,133.3333,5,,,,,100,100,1,60,0,1,0,0,0,1,2,0,1,0,0,1,.5,.5,0,0,989.7833,1,0,1,0,0,2,.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000046,1,304,3493.364,2661.56,993.1193,20.38736,10.19368,4.077472,10,,,,,95.2381,66.66667,1,60,0,1,0,0,0,1,2,0,1,0,0,1,.5,.5,0,0,989.7833,1,0,1,0,0,2,.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000047,0,304,3296.4,2511.4,714.45,30,46.66667,10,9,,,-.7317429,50,92.32961,66.66667,1,60,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,.6666667,0,0,3296.4,0,0,1,0,0,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000047,1,304,2143.033,1170.557,357.5229,5.09684,35.67788,249.7452,7,,,-1.277758,100,66.66666,0,1,60,0,1,0,0,0,2,3,0,2,0,0,1,.6666667,.6666667,0,0,3296.4,0,0,1,0,0,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000048,0,304,3711.507,2372.84,606.2,10,0,183.3333,7,,,-1.253421,50,92.32961,66.66667,1,47,0,1,0,0,1,2,3,0,2,0,1,0,.6666667,1,0,1,3711.507,1,0,1,0,0,3,.25,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000048,1,304,12369.02,10384.05,4555.107,211.0092,73.39449,171.2538,12,,,-.1476357,100,83.33334,66.66667,1,47,0,1,0,0,1,2,3,0,2,0,1,0,.6666667,1,0,1,3711.507,1,0,1,0,0,3,.25,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000049,0,304,3777.866,2771.2,519.6,33.33333,0,50,4,,,.2532999,100,100,100,1,77,1,0,1,0,0,2,4,0,2,0,0,1,.75,.75,0,0,3777.866,0,0,1,0,0,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
304000049,1,304,3386.524,2409.969,609.1132,0,61.16208,560.6524,6,,,.8339109,100,100,71.42857,1,77,1,0,1,0,0,2,4,0,2,0,0,1,.75,.75,0,0,3777.866,0,0,1,0,0,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
304000050,0,304,3011.897,2082.73,372.38,100,12.5,166.6667,6,,,,,88.49442,75,1,71,1,1,0,0,0,3,4,0,3,0,0,0,1,.5,0,0,3011.897,0,0,1,0,0,3,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000050,1,304,7986.125,6239.438,1774.373,305.8104,395.5148,32.61977,10,,,,,100,50,1,71,1,1,0,0,0,3,4,0,3,0,0,0,1,.5,0,0,3011.897,0,0,1,0,0,3,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000051,0,304,1064.303,688.47,86.6,12.5,0,3.333333,5,,,-.1713507,100,100,100,1,72,1,0,1,4,0,2,4,0,2,0,0,1,.75,.5,0,0,1064.303,1,0,1,1,0,3,1.2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000051,1,304,17476.88,9777.591,4475.658,137.6147,1926.605,2446.483,11,,,.8903685,100,50,50,1,72,1,0,1,4,0,2,4,0,2,0,0,1,.75,.5,0,0,1064.303,1,0,1,1,0,3,1.2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000055,0,304,3263.81,2303.56,1558.8,8.333333,50,33.33333,6,,,-.9596419,80,100,100,1,79,1,1,0,0,0,5,7,0,5,1,0,0,.8571429,.2857143,0,1,3263.81,0,0,1,0,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
304000055,1,304,,,,,,,,,,,,,,1,79,1,1,0,0,0,5,7,0,5,1,0,0,.8571429,.2857143,0,1,3263.81,0,0,1,0,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
304000056,0,304,5775.267,3983.6,692.8,75,0,766.6667,8,,,,,94.24721,75,1,68,1,1,0,0,0,3,4,0,3,0,0,0,1,.25,0,0,5775.267,0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
304000056,1,304,4718.002,3495.78,1244.709,0,152.9052,81.54944,7,,,,,50,66.66667,1,68,1,1,0,0,0,3,4,0,3,0,0,0,1,.25,0,0,5775.267,0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
304000057,0,304,9404.464,6542.63,3022.34,50,82.5,50,12,,,-.8417032,100,63.83958,50,1,52,0,0,0,4,0,2,4,0,2,1,0,1,.5,.25,0,2,9404.464,0,0,1,0,0,2,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000057,1,304,11292.85,9020.172,4025.444,110.0917,192.6606,265.0357,12,,,-.7418402,100,88.77551,37.5,1,52,0,0,0,4,0,2,4,0,2,1,0,1,.5,.25,0,2,9404.464,0,0,1,0,0,2,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000058,0,304,4109.54,2329.54,649.5,0,20,173.3333,6,,,-.0374537,100,100,100,1,67,1,1,0,4,0,3,4,0,3,0,0,0,1,.25,0,0,4109.54,0,0,1,1,0,3,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000058,1,304,6864.695,5209.242,1522.783,59.63303,158.002,132.5178,9,,,.4361431,100,98.21429,25,1,67,1,1,0,4,0,3,4,0,3,0,0,0,1,.25,0,0,4109.54,0,0,1,1,0,3,1.5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000059,0,304,3318.94,943.94,0,1958.333,33.33333,16.66667,4,,,,,100,100,1,74,1,1,0,0,0,2,3,0,2,0,0,0,1,.6666667,0,0,3318.94,0,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000059,1,304,2589.802,2123.951,264.8318,237.0031,28.03262,20.38736,7,,,,,100,50,1,74,1,1,0,0,0,2,3,0,2,0,0,0,1,.6666667,0,0,3318.94,0,0,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
304000060,0,304,6052.983,4784.65,2771.2,53.33333,8.333333,100,9,-2.072542,.4639093,-1.031409,100,100,100,1,60,0,0,1,7,0,3,9,1,4,2,0,2,.5555556,.3333333,0,1,6052.983,1,0,1,0,0,2,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
304000060,1,304,4123.537,3720.887,913.6697,30.58104,61.16208,81.54944,7,-1.034291,-.1964901,-.1712177,100,96.42857,80,1,60,0,0,1,7,0,3,9,1,4,2,0,2,.5555556,.3333333,0,1,6052.983,1,0,1,0,0,2,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
304000061,0,304,2706.817,1970.15,0,100,0,16.66667,5,,,-.830415,66.66667,100,100,1,69,1,0,0,0,0,3,4,0,3,0,0,0,1,.5,0,0,2706.817,0,0,1,0,0,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
304000061,1,304,7892.885,6726.728,2515.902,61.16208,26.50357,203.8736,8,,,-.8355165,100,97.85715,0,1,69,1,0,0,0,0,3,4,0,3,0,0,0,1,.5,0,0,2706.817,0,0,1,0,0,3,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
304000063,0,304,4693.233,3377.4,974.25,125,154.1667,23.33333,9,,,-.3228302,50,100,100,1,80,1,0,1,0,0,2,4,0,2,0,0,0,1,.25,0,0,4693.233,1,0,1,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000063,1,304,9418.826,8252.159,3575.229,45.87156,67.27829,112.1305,12,,,-.532716,100,96.42857,0,1,80,1,0,1,0,0,2,4,0,2,0,0,0,1,.25,0,0,4693.233,1,0,1,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
304000064,0,304,1102.1,736.1,238.15,12.5,20.83333,0,5,,,.6636124,100,100,100,1,57,0,1,0,0,0,3,4,0,3,0,0,1,.75,.25,0,0,1102.1,1,0,1,0,0,2,.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000064,1,304,9060.386,8027.052,2436.453,504.5872,51.47808,81.54944,9,,,-.0887702,100,98.46939,62.5,1,57,0,1,0,0,0,3,4,0,3,0,0,1,.75,.25,0,0,1102.1,1,0,1,0,0,2,.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
304000065,0,304,8663.683,4957.85,2901.1,30,40,0,9,,,,,94.24721,75,1,50,0,1,0,0,1,1,4,0,1,2,0,1,.25,.25,2,3,8663.683,1,0,0,0,0,2,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000065,1,304,20903.02,18392.57,3522.263,453.6188,188.5831,713.5576,11,,,,,70,20,1,50,0,1,0,0,1,1,4,0,1,2,0,1,.25,.25,2,3,8663.683,1,0,0,0,0,2,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
304000066,0,304,2988.366,2121.7,736.1,0,8.333333,13.33333,6,,,-1.475262,100,100,100,1,65,1,1,0,0,0,1,2,0,1,0,0,0,1,.5,0,0,2988.366,0,0,1,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
